Movie Name,Genre,Rating,Voting Counts,Duration
337. Spiders on a Plane,Horror,3.9,502,1h 18m
338. Poison Sangga: The Homewrecker's Curse,Horror,6.8,414,1h 58m
339. Destroy All Neighbors,Horror,5.3,2100,1h 25m
340. The Stalking,Horror,3.8,56,1h 12m
341. Seven Cemeteries,Horror,4.6,680,1h 24m
342. A Fisherman's Tale,Horror,5.7,178,1h 43m
343. The Containment,Horror,4.7,87,1h 22m
344. Vincent,Horror,6.0,421,1h 32m
345. Mummy Shark,Horror,2.0,233,1h 6m
346. Retreat,Horror,7.0,26,1h 33m
347. Bull Shark 2,Horror,2.6,251,1h 15m
348. Bad Fish,Horror,3.4,358,1h 24m
349. Tenants,Horror,4.3,140,1h 34m
350. Birthright,Horror,5.3,266,1h 20m
351. Do You See What I See,Horror,5.4,724,1h 49m
352. Alien Country,Horror,4.5,440,1h 36m
353. The Woods,Horror,3.7,93,1h 16m
354. Flesh of the Unforgiven,Horror,8.0,61,1h 28m
355. The Cursed,Horror,4.1,120,1h 37m
356. They Call Her Death,Horror,5.4,231,1h 32m
357. Cocaine Werewolf,Horror,2.4,317,1h 20m
358. Cora,Horror,4.5,964,1h 44m
359. Delicate Arch,Horror,5.0,75,1h 25m
360. Cellphone,Horror,3.0,763,1h 28m
361. The Cellar,Horror,5.4,194,1h 25m
362. Guardian,Horror,4.0,680,2h
363. From Darkness,Horror,4.9,608,1h 35m
364. 12 to Midnight,Horror,3.7,309,1h 36m
365. Cara,Horror,5.8,88,1h 36m
366. Wanita Ahli Neraka,Horror,5.0,330,1h 35m
367. Don't Open the Door,Horror,6.6,8400,1h 27m
368. My Boo,Horror,6.1,754,2h 5m
369. Naalkane Aayama,Horror,7.3,2800,1h 48m
370. A Very Special Terrifier Christmas,Horror,5.3,42,1h 10m
371. Thaghut,Horror,5.8,350,1h 42m
372. Ghost Game,Horror,3.4,398,1h 26m
373. Winter Island,Horror,4.6,194,1h 42m
374. Don't Make a Sound,Horror,3.5,50,1h 20m
